Fecha,Hora,Archivo/Referencia,Tokens Entrada (Prompt),Tokens Salida (Completion),Total Tokens,Coste Estimado (USD)
2026-01-16,09:50:56,diar_classify,492,49,541,0.000103
2026-01-16,09:50:57,diar_classify,406,53,459,0.000093
2026-01-16,09:50:59,diar_classify,440,75,515,0.000111
2026-01-16,09:51:01,diar_classify,552,67,619,0.000123
2026-01-16,09:51:02,diar_classify,387,56,443,0.000092
2026-01-16,09:51:04,diar_classify,421,56,477,0.000097
2026-01-16,09:51:05,diar_classify,350,45,395,0.000079
2026-01-16,09:51:06,diar_classify,427,59,486,0.000099
2026-01-16,09:51:08,diar_classify,398,52,450,0.000091
2026-01-16,09:51:10,diar_classify,410,64,474,0.000100
2026-01-16,09:51:12,diar_classify,390,66,456,0.000098
2026-01-16,09:51:13,diar_classify,423,50,473,0.000093
2026-01-16,09:51:14,diar_classify,353,53,406,0.000085
2026-01-16,09:51:17,diar_classify,449,57,506,0.000102
2026-01-16,09:51:19,diar_classify,429,51,480,0.000095
2026-01-16,09:51:20,diar_classify,428,59,487,0.000100
2026-01-16,09:51:22,diar_classify,421,47,468,0.000091
2026-01-16,09:51:23,diar_classify,534,57,591,0.000114
2026-01-16,09:51:25,diar_classify,437,48,485,0.000094
2026-01-16,09:51:26,diar_classify,522,57,579,0.000112
2026-01-16,09:51:27,diar_classify,499,52,551,0.000106
2026-01-16,09:51:28,diar_classify,513,58,571,0.000112
2026-01-16,09:51:30,diar_classify,407,50,457,0.000091
2026-01-16,09:51:32,diar_classify,495,57,552,0.000108
2026-01-16,09:51:33,diar_classify,408,52,460,0.000092
2026-01-16,09:51:35,diar_classify,490,61,551,0.000110
2026-01-16,09:51:36,diar_classify,458,54,512,0.000101
2026-01-16,09:51:38,diar_classify,456,77,533,0.000115
2026-01-16,09:51:40,diar_classify,378,61,439,0.000093
2026-01-16,09:51:41,diar_classify,422,52,474,0.000094
2026-01-16,09:51:42,diar_classify,358,53,411,0.000085
2026-01-16,09:51:43,diar_classify,364,55,419,0.000088
2026-01-16,09:51:45,diar_classify,362,51,413,0.000085
2026-01-16,09:51:46,diar_classify,340,46,386,0.000079
2026-01-16,09:51:49,rag_temas,1442,114,1556,0.000285
2026-01-16,09:52:01,Ruben Di Colloredo- Máster en Dirección Financiera_batch_ligero,3211,409,3620,0.000727
2026-01-16,09:52:16,Ruben Di Colloredo- Máster en Dirección Financiera_batch_pesado,20435,540,20975,0.003389
2026-01-16,09:52:17,diar_classify,354,52,406,0.000084
2026-01-16,09:52:19,diar_classify,388,53,441,0.000090
2026-01-16,09:52:22,diar_classify,418,58,476,0.000097
2026-01-16,09:52:24,diar_classify,489,62,551,0.000111
2026-01-16,09:52:25,diar_classify,441,50,491,0.000096
2026-01-16,09:52:26,diar_classify,425,60,485,0.000100
2026-01-16,09:52:28,diar_classify,423,55,478,0.000096
2026-01-16,09:52:30,diar_classify,414,76,490,0.000108
2026-01-16,09:52:31,diar_classify,355,54,409,0.000086
2026-01-16,09:52:33,diar_classify,411,74,485,0.000106
2026-01-16,09:52:34,diar_classify,347,70,417,0.000094
2026-01-16,09:52:36,diar_classify,392,55,447,0.000092
2026-01-16,09:52:37,diar_classify,385,60,445,0.000094
2026-01-16,09:52:39,diar_classify,437,56,493,0.000099
2026-01-16,09:52:41,diar_classify,382,52,434,0.000088
2026-01-16,09:52:43,diar_classify,442,60,502,0.000102
2026-01-16,09:52:44,diar_classify,403,62,465,0.000098
2026-01-16,09:52:45,diar_classify,405,52,457,0.000092
2026-01-16,09:52:47,diar_classify,358,52,410,0.000085
2026-01-16,09:52:49,diar_classify,428,62,490,0.000101
2026-01-16,09:52:50,diar_classify,371,55,426,0.000089
2026-01-16,09:52:51,diar_classify,420,55,475,0.000096
2026-01-16,09:52:53,diar_classify,419,53,472,0.000095
2026-01-16,09:52:54,diar_classify,489,60,549,0.000109
2026-01-16,09:52:56,diar_classify,418,52,470,0.000094
2026-01-16,09:52:57,diar_classify,427,58,485,0.000099
2026-01-16,09:52:59,diar_classify,368,52,420,0.000086
2026-01-16,09:53:00,diar_classify,424,56,480,0.000097
2026-01-16,09:53:02,diar_classify,358,55,413,0.000087
2026-01-16,09:53:04,diar_classify,362,67,429,0.000094
2026-01-16,09:53:06,diar_classify,362,61,423,0.000091
2026-01-16,09:53:07,diar_classify,408,63,471,0.000099
2026-01-16,09:53:08,diar_classify,366,49,415,0.000084
2026-01-16,09:53:09,diar_classify,428,57,485,0.000098
2026-01-16,09:53:11,diar_classify,423,48,471,0.000092
2026-01-16,09:53:13,diar_classify,460,58,518,0.000104
2026-01-16,09:53:16,diar_classify,490,57,547,0.000108
2026-01-16,09:53:18,diar_classify,475,52,527,0.000102
2026-01-16,09:53:20,diar_classify,475,61,536,0.000108
2026-01-16,09:53:22,diar_classify,472,59,531,0.000106
2026-01-16,09:53:23,diar_classify,523,60,583,0.000114
2026-01-16,09:53:24,diar_classify,494,54,548,0.000107
2026-01-16,09:53:26,diar_classify,494,56,550,0.000108
2026-01-16,09:53:27,diar_classify,485,66,551,0.000112
2026-01-16,09:53:28,diar_classify,504,59,563,0.000111
2026-01-16,09:53:30,diar_classify,415,64,479,0.000101
2026-01-16,09:53:31,diar_classify,425,57,482,0.000098
2026-01-16,09:53:33,diar_classify,422,53,475,0.000095
2026-01-16,09:53:34,diar_classify,434,55,489,0.000098
2026-01-16,09:53:35,diar_classify,415,46,461,0.000090
2026-01-16,09:53:37,diar_classify,554,60,614,0.000119
2026-01-16,09:53:39,diar_classify,498,54,552,0.000107
2026-01-16,09:53:40,diar_classify,641,50,691,0.000126
2026-01-16,09:53:41,diar_classify,587,49,636,0.000117
2026-01-16,09:53:42,diar_classify,728,49,777,0.000139
2026-01-16,09:53:44,diar_classify,577,48,625,0.000115
2026-01-16,09:53:45,diar_classify,636,62,698,0.000133
2026-01-16,09:53:46,diar_classify,493,53,546,0.000106
2026-01-16,09:53:48,diar_classify,710,53,763,0.000138
2026-01-16,09:53:49,diar_classify,569,54,623,0.000118
2026-01-16,09:53:50,diar_classify,637,66,703,0.000135
2026-01-16,09:53:51,diar_classify,584,49,633,0.000117
2026-01-16,09:53:52,diar_classify,661,48,709,0.000128
2026-01-16,09:53:54,diar_classify,426,48,474,0.000093
2026-01-16,09:53:56,diar_classify,567,70,637,0.000127
2026-01-16,09:53:57,diar_classify,496,48,544,0.000103
2026-01-16,09:53:58,diar_classify,559,54,613,0.000116
2026-01-16,09:54:00,diar_classify,484,50,534,0.000103
2026-01-16,09:54:01,diar_classify,493,60,553,0.000110
2026-01-16,09:54:02,diar_classify,411,60,471,0.000098
2026-01-16,09:54:03,diar_classify,420,51,471,0.000094
2026-01-16,09:54:05,diar_classify,361,63,424,0.000092
2026-01-16,09:54:06,diar_classify,484,56,540,0.000106
2026-01-16,09:54:07,diar_classify,475,56,531,0.000105
2026-01-16,09:54:09,diar_classify,421,58,479,0.000098
2026-01-16,09:54:10,diar_classify,445,64,509,0.000105
2026-01-16,09:54:12,diar_classify,469,56,525,0.000104
2026-01-16,09:54:14,diar_classify,413,61,474,0.000099
2026-01-16,09:54:16,diar_classify,430,54,484,0.000097
2026-01-16,09:54:17,diar_classify,459,64,523,0.000107
2026-01-16,09:54:19,diar_classify,575,56,631,0.000120
2026-01-16,09:54:20,diar_classify,540,59,599,0.000116
2026-01-16,09:54:24,diar_classify,608,60,668,0.000127
2026-01-16,09:54:26,diar_classify,592,57,649,0.000123
2026-01-16,09:54:28,diar_classify,635,73,708,0.000139
2026-01-16,09:54:29,diar_classify,486,54,540,0.000105
2026-01-16,09:54:31,diar_classify,642,60,702,0.000132
2026-01-16,09:54:32,diar_classify,504,47,551,0.000104
2026-01-16,09:54:35,diar_classify,594,70,664,0.000131
2026-01-16,09:54:36,diar_classify,549,49,598,0.000112
2026-01-16,09:54:37,diar_classify,632,51,683,0.000125
2026-01-16,09:54:38,diar_classify,471,53,524,0.000102
2026-01-16,09:54:40,diar_classify,548,56,604,0.000116
2026-01-16,09:54:41,diar_classify,487,56,543,0.000107
2026-01-16,09:54:42,diar_classify,499,55,554,0.000108
2026-01-16,09:54:43,diar_classify,416,52,468,0.000094
2026-01-16,09:54:46,diar_classify,617,59,676,0.000128
2026-01-16,09:54:47,diar_classify,540,53,593,0.000113
2026-01-16,09:54:48,diar_classify,575,67,642,0.000126
2026-01-16,09:54:50,diar_classify,531,55,586,0.000113
2026-01-16,09:54:52,diar_classify,534,53,587,0.000112
2026-01-16,09:54:54,diar_classify,379,67,446,0.000097
2026-01-16,09:54:56,diar_classify,451,59,510,0.000103
2026-01-16,09:54:58,diar_classify,390,55,445,0.000092
2026-01-16,09:54:59,diar_classify,454,61,515,0.000105
2026-01-16,09:55:01,diar_classify,452,55,507,0.000101
2026-01-16,09:55:03,diar_classify,478,64,542,0.000110
2026-01-16,09:55:05,diar_classify,405,58,463,0.000096
2026-01-16,09:55:07,diar_classify,406,61,467,0.000097
2026-01-16,09:55:08,diar_classify,359,53,412,0.000086
2026-01-16,09:55:10,diar_classify,419,58,477,0.000098
2026-01-16,09:55:11,diar_classify,354,53,407,0.000085
2026-01-16,09:55:13,diar_classify,366,63,429,0.000093
2026-01-16,09:55:15,diar_classify,383,65,448,0.000096
2026-01-16,09:55:18,diar_classify,426,57,483,0.000098
2026-01-16,09:55:19,diar_classify,377,52,429,0.000088
2026-01-16,09:55:21,diar_classify,435,55,490,0.000098
2026-01-16,09:55:22,diar_classify,425,54,479,0.000096
2026-01-16,09:55:24,diar_classify,526,69,595,0.000120
2026-01-16,09:55:25,diar_classify,486,52,538,0.000104
2026-01-16,09:55:26,diar_classify,498,52,550,0.000106
2026-01-16,09:55:28,diar_classify,452,46,498,0.000095
2026-01-16,09:55:29,diar_classify,505,52,557,0.000107
2026-01-16,09:55:31,diar_classify,381,51,432,0.000088
2026-01-16,09:55:32,diar_classify,395,50,445,0.000089
2026-01-16,09:55:33,diar_classify,375,54,429,0.000089
2026-01-16,09:55:35,diar_classify,431,67,498,0.000105
2026-01-16,09:55:37,diar_classify,376,52,428,0.000088
2026-01-16,09:55:38,diar_classify,460,58,518,0.000104
2026-01-16,09:55:40,diar_classify,430,50,480,0.000094
2026-01-16,09:55:42,diar_classify,584,59,643,0.000123
2026-01-16,09:55:43,diar_classify,509,49,558,0.000106
2026-01-16,09:55:45,diar_classify,594,59,653,0.000124
2026-01-16,09:55:46,diar_classify,510,49,559,0.000106
2026-01-16,09:55:48,diar_classify,529,52,581,0.000111
2026-01-16,09:55:49,diar_classify,437,57,494,0.000100
2026-01-16,09:55:50,diar_classify,443,63,506,0.000104
2026-01-16,09:55:52,diar_classify,418,60,478,0.000099
2026-01-16,09:55:54,diar_classify,445,60,505,0.000103
2026-01-16,09:55:55,diar_classify,450,55,505,0.000101
2026-01-16,09:55:56,diar_classify,460,55,515,0.000102
2026-01-16,09:55:58,diar_classify,454,60,514,0.000104
2026-01-16,09:56:00,diar_classify,448,53,501,0.000099
2026-01-16,09:56:01,diar_classify,422,51,473,0.000094
2026-01-16,09:56:03,diar_classify,780,68,848,0.000158
2026-01-16,09:56:04,diar_classify,711,54,765,0.000139
2026-01-16,09:56:06,diar_classify,779,73,852,0.000161
2026-01-16,09:56:07,diar_classify,725,54,779,0.000141
2026-01-16,09:56:09,diar_classify,808,53,861,0.000153
2026-01-16,09:56:10,diar_classify,423,49,472,0.000093
2026-01-16,09:56:11,diar_classify,468,64,532,0.000109
2026-01-16,09:56:12,diar_classify,400,49,449,0.000089
2026-01-16,09:56:14,diar_classify,419,65,484,0.000102
2026-01-16,09:56:16,diar_classify,407,56,463,0.000095
2026-01-16,09:56:17,diar_classify,421,62,483,0.000100
2026-01-16,09:56:18,diar_classify,434,54,488,0.000097
2026-01-16,09:56:20,diar_classify,454,54,508,0.000101
2026-01-16,09:56:22,diar_classify,451,64,515,0.000106
2026-01-16,09:56:23,diar_classify,440,58,498,0.000101
2026-01-16,09:56:25,diar_classify,426,64,490,0.000102
2026-01-16,09:56:27,diar_classify,426,66,492,0.000103
2026-01-16,09:56:28,diar_classify,411,66,477,0.000101
2026-01-16,09:56:29,diar_classify,527,60,587,0.000115
2026-01-16,09:56:31,diar_classify,473,59,532,0.000106
2026-01-16,09:56:32,diar_classify,542,49,591,0.000111
2026-01-16,09:56:33,diar_classify,479,51,530,0.000102
2026-01-16,09:56:35,diar_classify,542,73,615,0.000125
2026-01-16,09:56:36,diar_classify,410,55,465,0.000094
2026-01-16,09:56:37,diar_classify,467,58,525,0.000105
2026-01-16,09:56:39,diar_classify,398,57,455,0.000094
2026-01-16,09:56:40,diar_classify,476,59,535,0.000107
2026-01-16,09:56:42,diar_classify,408,56,464,0.000095
2026-01-16,09:56:43,diar_classify,411,57,468,0.000096
2026-01-16,09:56:45,diar_classify,346,66,412,0.000092
2026-01-16,09:56:46,diar_classify,383,60,443,0.000093
2026-01-16,09:56:48,diar_classify,311,55,366,0.000080
2026-01-16,09:56:49,diar_classify,393,56,449,0.000093
2026-01-16,09:56:51,diar_classify,395,54,449,0.000092
2026-01-16,09:56:53,diar_classify,459,72,531,0.000112
2026-01-16,09:56:55,diar_classify,425,56,481,0.000097
2026-01-16,09:56:56,diar_classify,425,58,483,0.000099
2026-01-16,09:56:57,diar_classify,357,53,410,0.000085
2026-01-16,09:56:59,diar_classify,437,57,494,0.000100
2026-01-16,09:57:00,diar_classify,377,54,431,0.000089
2026-01-16,09:57:02,diar_classify,413,71,484,0.000105
2026-01-16,09:57:03,diar_classify,411,47,458,0.000090
2026-01-16,09:57:05,diar_classify,439,65,504,0.000105
2026-01-16,09:57:06,diar_classify,381,57,438,0.000091
2026-01-16,09:57:08,diar_classify,399,53,452,0.000092
2026-01-16,09:57:09,diar_classify,437,60,497,0.000102
2026-01-16,09:57:10,diar_classify,434,57,491,0.000099
2026-01-16,09:57:12,diar_classify,399,60,459,0.000096
2026-01-16,09:57:14,diar_classify,490,53,543,0.000105
2026-01-16,09:57:15,diar_classify,468,55,523,0.000103
2026-01-16,09:57:17,diar_classify,407,54,461,0.000093
2026-01-16,09:57:18,diar_classify,404,54,458,0.000093
2026-01-16,09:57:19,diar_classify,441,68,509,0.000107
2026-01-16,09:57:21,diar_classify,385,58,443,0.000093
2026-01-16,09:57:23,diar_classify,397,58,455,0.000094
2026-01-16,09:57:24,diar_classify,425,53,478,0.000096
2026-01-16,09:57:25,diar_classify,491,52,543,0.000105
2026-01-16,09:57:27,diar_classify,495,57,552,0.000108
2026-01-16,09:57:28,diar_classify,460,60,520,0.000105
2026-01-16,09:57:29,diar_classify,529,62,591,0.000117
2026-01-16,09:57:31,diar_classify,544,55,599,0.000115
2026-01-16,09:57:32,diar_classify,514,51,565,0.000108
2026-01-16,09:57:33,diar_classify,541,55,596,0.000114
2026-01-16,09:57:35,diar_classify,516,49,565,0.000107
2026-01-16,09:57:36,diar_classify,492,53,545,0.000106
2026-01-16,09:57:37,diar_classify,433,51,484,0.000096
2026-01-16,09:57:39,diar_classify,436,53,489,0.000097
2026-01-16,09:57:40,diar_classify,377,51,428,0.000087
2026-01-16,09:57:41,diar_classify,403,55,458,0.000093
2026-01-16,09:57:43,diar_classify,370,65,435,0.000094
2026-01-16,09:57:45,diar_classify,424,57,481,0.000098
2026-01-16,09:57:46,diar_classify,384,50,434,0.000088
2026-01-16,09:57:47,diar_classify,440,52,492,0.000097
2026-01-16,09:57:49,diar_classify,422,56,478,0.000097
2026-01-16,09:57:50,diar_classify,453,57,510,0.000102
2026-01-16,09:57:52,diar_classify,403,55,458,0.000093
2026-01-16,09:57:54,diar_classify,416,72,488,0.000106
2026-01-16,09:57:56,diar_classify,376,59,435,0.000092
2026-01-16,09:57:57,diar_classify,450,56,506,0.000101
2026-01-16,09:57:59,diar_classify,407,56,463,0.000095
2026-01-16,09:58:00,diar_classify,418,55,473,0.000096
2026-01-16,09:58:02,diar_classify,439,55,494,0.000099
2026-01-16,09:58:03,diar_classify,399,50,449,0.000090
2026-01-16,09:58:05,rag_temas,1392,105,1497,0.000272
2026-01-16,09:58:13,Sesión sobre Máster en Dirección Financiera _Ania Collado_batch_ligero,3124,387,3511,0.000701
2026-01-16,09:58:43,Sesión sobre Máster en Dirección Financiera _Ania Collado_batch_pesado,14530,560,15090,0.002515
16/01/2026,11:39:36,Ruben Di Colloredo- Máster en Dirección Financiera_batch_pesado,16478,606,17084,0.002835
16/01/2026,11:48:32,rag_temas,3273,200,3473,0.000611
16/01/2026,11:48:41,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_ligero,3019,439,3458,0.000716
16/01/2026,11:48:54,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_pesado,13549,581,14130,0.002381
16/01/2026,11:48:59,rag_temas,3300,224,3524,0.000629
16/01/2026,11:49:11,Interview - Cindy Navarro_batch_ligero,3026,564,3590,0.000792
16/01/2026,11:49:25,Interview - Cindy Navarro_batch_pesado,7299,479,7778,0.001382
16/01/2026,11:49:30,rag_temas,3359,222,3581,0.000637
16/01/2026,11:49:40,Mary Jany Máster en Innovación y Emprendimiento_batch_ligero,2993,515,3508,0.000758
16/01/2026,11:49:55,Mary Jany Máster en Innovación y Emprendimiento_batch_pesado,23028,650,23678,0.003844
16/01/2026,11:50:00,rag_temas,3386,203,3589,0.000630
16/01/2026,11:50:11,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_ligero,3011,468,3479,0.000732
16/01/2026,11:50:23,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_pesado,8987,565,9552,0.001687
16/01/2026,11:50:30,rag_temas,3483,248,3731,0.000671
16/01/2026,11:50:43,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_ligero,3086,478,3564,0.000750
16/01/2026,11:50:50,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_pesado,8523,292,8815,0.001454
16/01/2026,11:59:57,rag_temas,3273,185,3458,0.000602
16/01/2026,12:00:12,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_ligero,3019,445,3464,0.000720
16/01/2026,12:00:27,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_pesado,13529,479,14008,0.002317
16/01/2026,12:00:35,rag_temas,3300,232,3532,0.000634
16/01/2026,12:00:52,Interview - Cindy Navarro_batch_ligero,3026,529,3555,0.000771
16/01/2026,12:01:07,Interview - Cindy Navarro_batch_pesado,7647,661,8308,0.001544
16/01/2026,12:01:16,rag_temas,3359,222,3581,0.000637
16/01/2026,12:01:25,Mary Jany Máster en Innovación y Emprendimiento_batch_ligero,2993,467,3460,0.000729
16/01/2026,12:01:41,Mary Jany Máster en Innovación y Emprendimiento_batch_pesado,23028,614,23642,0.003823
16/01/2026,12:01:48,rag_temas,3387,216,3603,0.000638
16/01/2026,12:01:58,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_ligero,3011,515,3526,0.000761
16/01/2026,12:02:11,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_pesado,9190,544,9734,0.001705
16/01/2026,12:02:17,rag_temas,3483,229,3712,0.000660
16/01/2026,12:02:30,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_ligero,3086,482,3568,0.000752
16/01/2026,12:02:47,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_pesado,8742,749,9491,0.001761
16/01/2026,12:58:41,rag_temas,3275,193,3468,0.000607
16/01/2026,12:58:52,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_ligero,3019,533,3552,0.000773
16/01/2026,12:59:07,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_pesado,12739,448,13187,0.002180
16/01/2026,12:59:13,rag_temas,3300,276,3576,0.000661
16/01/2026,12:59:23,Interview - Cindy Navarro_batch_ligero,3026,516,3542,0.000763
16/01/2026,12:59:55,Interview - Cindy Navarro_batch_pesado,7117,377,7494,0.001294
16/01/2026,13:00:00,rag_temas,3359,234,3593,0.000644
16/01/2026,13:00:11,Mary Jany Máster en Innovación y Emprendimiento_batch_ligero,2993,518,3511,0.000760
16/01/2026,13:00:25,Mary Jany Máster en Innovación y Emprendimiento_batch_pesado,23028,642,23670,0.003839
16/01/2026,13:00:29,rag_temas,3386,201,3587,0.000628
16/01/2026,13:00:44,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_ligero,3011,478,3489,0.000738
16/01/2026,13:01:06,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_pesado,8987,569,9556,0.001689
16/01/2026,13:01:38,rag_temas,3275,178,3453,0.000598
16/01/2026,13:01:49,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_ligero,3019,490,3509,0.000747
16/01/2026,13:02:01,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_pesado,12759,489,13248,0.002207
16/01/2026,13:02:07,rag_temas,3300,228,3528,0.000632
16/01/2026,13:02:19,Interview - Cindy Navarro_batch_ligero,3026,521,3547,0.000767
16/01/2026,13:02:35,Interview - Cindy Navarro_batch_pesado,7095,686,7781,0.001476
16/01/2026,13:02:40,rag_temas,3359,209,3568,0.000629
16/01/2026,13:02:55,Mary Jany Máster en Innovación y Emprendimiento_batch_ligero,2993,499,3492,0.000748
16/01/2026,13:03:13,Mary Jany Máster en Innovación y Emprendimiento_batch_pesado,23028,645,23673,0.003841
16/01/2026,13:03:17,rag_temas,3386,201,3587,0.000628
16/01/2026,13:03:28,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_ligero,3011,460,3471,0.000728
16/01/2026,13:03:47,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_pesado,8987,618,9605,0.001719
16/01/2026,13:03:52,rag_temas,3483,232,3715,0.000662
16/01/2026,13:04:05,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_ligero,3086,524,3610,0.000777
16/01/2026,13:04:20,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_pesado,8742,675,9417,0.001716
16/01/2026,13:27:05,rag_temas,3275,202,3477,0.000612
16/01/2026,13:27:15,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_ligero,3019,512,3531,0.000760
16/01/2026,13:27:25,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_pesado,12759,454,13213,0.002186
16/01/2026,13:27:31,rag_temas,3300,227,3527,0.000631
16/01/2026,13:27:41,Interview - Cindy Navarro_batch_ligero,3026,549,3575,0.000783
16/01/2026,13:27:59,Interview - Cindy Navarro_batch_pesado,7095,755,7850,0.001517
16/01/2026,13:28:03,rag_temas,3359,229,3588,0.000641
16/01/2026,13:28:12,Mary Jany Máster en Innovación y Emprendimiento_batch_ligero,2993,436,3429,0.000711
16/01/2026,13:28:25,Mary Jany Máster en Innovación y Emprendimiento_batch_pesado,23028,581,23609,0.003803
16/01/2026,13:28:29,rag_temas,3386,201,3587,0.000628
16/01/2026,13:28:41,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_ligero,3011,462,3473,0.000729
16/01/2026,13:28:57,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_pesado,8987,666,9653,0.001748
16/01/2026,13:29:01,rag_temas,3483,215,3698,0.000651
16/01/2026,13:29:11,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_ligero,3086,520,3606,0.000775
16/01/2026,13:29:34,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_pesado,8742,785,9527,0.001782
16/01/2026,14:32:59,rag_temas,3275,200,3475,0.000611
16/01/2026,14:33:15,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_ligero,3104,583,3687,0.000815
16/01/2026,14:33:35,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_pesado,12921,730,13651,0.002376
16/01/2026,14:33:41,rag_temas,3300,223,3523,0.000629
16/01/2026,14:33:55,Interview - Cindy Navarro_batch_ligero,3111,643,3754,0.000852
16/01/2026,14:34:13,Interview - Cindy Navarro_batch_pesado,7776,851,8627,0.001677
16/01/2026,14:34:19,rag_temas,3359,238,3597,0.000647
16/01/2026,14:34:31,Mary Jany Máster en Innovación y Emprendimiento_batch_ligero,3078,658,3736,0.000857
16/01/2026,14:34:50,Mary Jany Máster en Innovación y Emprendimiento_batch_pesado,23190,913,24103,0.004026
16/01/2026,14:34:55,rag_temas,3386,206,3592,0.000631
16/01/2026,14:35:18,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_ligero,3096,691,3787,0.000879
16/01/2026,14:35:39,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_pesado,9149,960,10109,0.001948
16/01/2026,14:35:45,rag_temas,3483,222,3705,0.000656
16/01/2026,14:36:01,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_ligero,3171,656,3827,0.000869
16/01/2026,14:36:22,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_pesado,8904,804,9708,0.001818
16/01/2026,14:39:45,rag_temas,3275,204,3479,0.000614
16/01/2026,14:39:58,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_ligero,3104,579,3683,0.000813
16/01/2026,14:40:19,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_pesado,12978,838,13816,0.002449
16/01/2026,14:40:25,rag_temas,3300,228,3528,0.000632
16/01/2026,14:40:40,Interview - Cindy Navarro_batch_ligero,3111,636,3747,0.000848
16/01/2026,14:40:57,Interview - Cindy Navarro_batch_pesado,7742,835,8577,0.001662
16/01/2026,14:41:02,rag_temas,3359,222,3581,0.000637
16/01/2026,14:41:17,Mary Jany Máster en Innovación y Emprendimiento_batch_ligero,3078,661,3739,0.000858
16/01/2026,14:41:44,Mary Jany Máster en Innovación y Emprendimiento_batch_pesado,23190,1015,24205,0.004087
16/01/2026,14:41:50,rag_temas,3386,205,3591,0.000631
16/01/2026,14:42:06,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_ligero,3096,683,3779,0.000874
16/01/2026,14:42:37,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_pesado,9149,1094,10243,0.002029
16/01/2026,14:42:45,rag_temas,3483,227,3710,0.000659
16/01/2026,14:43:02,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_ligero,3171,637,3808,0.000858
16/01/2026,14:43:20,OBS BUSINESS SCHOOL - VIDEOCONFERENCIA - Paula Garcia_batch_pesado,8904,784,9688,0.001806
20/01/2026,10:01:50,rag_temas,3275,201,3476,0.000612
20/01/2026,10:02:04,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_ligero,3104,579,3683,0.000813
20/01/2026,10:02:28,Ania_Sesión entrevista sobre  Máster en Business Intelligence_Montse_batch_pesado,12921,798,13719,0.002417
20/01/2026,10:02:36,rag_temas,3300,238,3538,0.000638
20/01/2026,10:02:47,Interview - Cindy Navarro_batch_ligero,3111,579,3690,0.000814
20/01/2026,10:03:10,Interview - Cindy Navarro_batch_pesado,7257,826,8083,0.001584
20/01/2026,10:03:14,rag_temas,3359,209,3568,0.000629
20/01/2026,10:03:27,Mary Jany Máster en Innovación y Emprendimiento_batch_ligero,3078,583,3661,0.000811
20/01/2026,10:03:48,Mary Jany Máster en Innovación y Emprendimiento_batch_pesado,23190,933,24123,0.004038
20/01/2026,10:03:52,rag_temas,3386,201,3587,0.000628
20/01/2026,10:04:06,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_ligero,3096,683,3779,0.000874
20/01/2026,10:04:26,OBS Business School - Andrea Aicinburu - Dirección Financiera_batch_pesado,9149,1031,10180,0.001991
20/01/2026,10:04:32,rag_temas,3483,229,3712,0.000660
