Fecha,Hora,Archivo/Referencia,Tokens Entrada (Prompt),Tokens Salida (Completion),Total Tokens,Coste Estimado (USD)
2025-12-22,18:06:42,entrevista_juan.txt,1403,298,1701,0.000389
2025-12-23,16:47:36,entrevista_Paola_Suarez.vtt,14511,459,14970,0.002452
2025-12-29,11:48:35,entrevista_Paola_Suarez.vtt,14589,360,14949,0.002404
2025-12-29,11:52:36,entrevista_Paola_Suarez.vtt,14589,357,14946,0.002403
2025-12-29,12:03:11,entrevista_Paola_Suarez.vtt,14589,358,14947,0.002403
2025-12-29,12:05:04,entrevista_Paola_Suarez.vtt,14592,393,14985,0.002425
2025-12-29,12:09:21,entrevista_Paola_Suarez.vtt,14588,836,15424,0.002690
2025-12-29,12:15:08,entrevista_Paola_Suarez.vtt,14679,567,15246,0.002542
2025-12-29,12:24:52,entrevista_Paola_Suarez.vtt,14933,598,15531,0.002599
2025-12-29,12:40:40,entrevista_Paola_Suarez.vtt,14933,584,15517,0.002590
2025-12-29,12:46:08,entrevista_Paola_Suarez.vtt,14948,198,15146,0.002361
2025-12-29,13:01:34,entrevista_Paola_Suarez.vtt,15092,544,15636,0.002590
2025-12-29,13:32:41,entrevista_Paola_Suarez.vtt,14828,620,15448,0.002596
2025-12-29,13:44:26,entrevista_Paola_Suarez.vtt,15417,948,16365,0.002881
2025-12-29,13:52:15,entrevista_Paola_Suarez.vtt,15131,1033,16164,0.002889
2025-12-29,13:54:54,entrevista_Paola_Suarez.vtt,15131,1018,16149,0.002880
2025-12-29,14:00:21,entrevista_Paola_Suarez.vtt,15094,821,15915,0.002757
2025-12-29,14:09:58,entrevista_Paola_Suarez.vtt,15245,465,15710,0.002566
2025-12-29,14:15:40,entrevista_Paola_Suarez.vtt,15302,732,16034,0.002734
2025-12-29,15:16:59,entrevista_Paola_Suarez.vtt,15303,753,16056,0.002747
2025-12-29,15:19:15,entrevista_Paola_Suarez.vtt,15423,836,16259,0.002815
2025-12-29,15:22:14,entrevista_Paola_Suarez.vtt,15256,398,15654,0.002527
2025-12-29,15:55:22,entrevista_Paola_Suarez.vtt,15600,787,16387,0.002812
2025-12-29,17:11:57,entrevista_Paola_Suarez.vtt,51252,716,51968,0.008117
2025-12-29,17:25:24,entrevista_Paola_Suarez.vtt,51252,712,51964,0.008115
2025-12-29,17:28:27,entrevista_Paola_Suarez.vtt,51252,816,52068,0.008177
2025-12-29,17:30:54,entrevista_Paola_Suarez.vtt,51252,735,51987,0.008129
2025-12-29,17:44:11,entrevista_Paola_Suarez.vtt,51252,725,51977,0.008123
2025-12-29,17:44:28,Ivan Canale - Executive MBA-es-ES.vtt,60399,737,61136,0.009502
2025-12-29,17:53:56,entrevista_Paola_Suarez.vtt,14237,718,14955,0.002566
2025-12-29,17:54:16,Ivan Canale - Executive MBA-es-ES.vtt,16401,738,17139,0.002903
2025-12-29,18:11:00,entrevista_Paola_Suarez.vtt,13718,251,13969,0.002208
2025-12-29,18:11:07,Ivan Canale - Executive MBA-es-ES.vtt,15882,284,16166,0.002553
2025-12-29,18:14:57,entrevista_Paola_Suarez.vtt,13718,251,13969,0.002208
2025-12-29,18:15:04,Ivan Canale - Executive MBA-es-ES.vtt,15882,284,16166,0.002553
2025-12-29,18:18:49,entrevista_Paola_Suarez.vtt,13575,407,13982,0.002280
2025-12-29,18:18:57,Ivan Canale - Executive MBA-es-ES.vtt,15739,420,16159,0.002613
2025-12-29,18:24:42,entrevista_Paola_Suarez.vtt,14018,731,14749,0.002541
2025-12-29,18:24:57,Ivan Canale - Executive MBA-es-ES.vtt,16182,723,16905,0.002861
2025-12-29,18:29:27,entrevista_Paola_Suarez.vtt,14005,738,14743,0.002544
2025-12-29,18:29:40,Ivan Canale - Executive MBA-es-ES.vtt,16175,795,16970,0.002903
2025-12-29,18:45:37,entrevista_Paola_Suarez.vtt,14005,756,14761,0.002554
2025-12-29,18:45:55,Ivan Canale - Executive MBA-es-ES.vtt,16169,762,16931,0.002883
2025-12-29,18:47:43,entrevista_Paola_Suarez.vtt,14005,723,14728,0.002535
2025-12-29,18:47:58,Ivan Canale - Executive MBA-es-ES.vtt,16169,763,16932,0.002883
2025-12-29,18:48:14,OBS Business School  Uriel Ponce Orozco Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110-Grabación de la reunión-es-ES.vtt,13461,780,14241,0.002487
2025-12-29,18:48:30,OBS Business School - Máster en Business Intelligence - Raúl Alfredo-20251209_194055-Grabación de la reunión-es-ES.vtt,6884,834,7718,0.001533
2025-12-29,18:48:44,Sebastián Figueroa - OBS Business School - Tech MBA-20251212_170103-Grabación de la reunión-es-ES.vtt,11695,768,12463,0.002215
2025-12-30,09:32:36,entrevista_Paola_Suarez.vtt,14005,737,14742,0.002543
2025-12-30,09:32:55,Ivan Canale - Executive MBA-es-ES.vtt,16169,759,16928,0.002881
2025-12-30,09:33:12,OBS Business School  Uriel Ponce Orozco Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110-Grabación de la reunión-es-ES.vtt,13461,766,14227,0.002479
2025-12-30,09:33:29,OBS Business School - Máster en Business Intelligence - Raúl Alfredo-20251209_194055-Grabación de la reunión-es-ES.vtt,6884,828,7712,0.001529
2025-12-30,09:33:44,Sebastián Figueroa - OBS Business School - Tech MBA-20251212_170103-Grabación de la reunión-es-ES.vtt,11695,702,12397,0.002175
2025-12-30,09:35:33,OBS Business School  Uriel Ponce Orozco Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110-Grabación de la reunión-es-ES.vtt,13461,771,14232,0.002482
2025-12-30,09:38:03,Uriel Ponce Orozco Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13449,737,14186,0.002460
2025-12-30,09:39:58,entrevista_Paola_Suarez.vtt,14005,742,14747,0.002546
2025-12-30,09:40:15,Ivan Canale - Executive MBA-es-ES.vtt,16169,774,16943,0.002890
2025-12-30,09:40:34,OBS Business School - Máster en Business Intelligence - Raúl Alfredo-20251209_194055-Grabación de la reunión-es-ES.vtt,6884,802,7686,0.001514
2025-12-30,09:40:47,Sebastián Figueroa - OBS Business School - Tech MBA-20251212_170103-Grabación de la reunión-es-ES.vtt,11695,741,12436,0.002199
2025-12-30,09:41:02,Uriel Ponce Orozco Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13449,792,14241,0.002493
2025-12-30,09:51:04,entrevista_Paola_Suarez.vtt,14005,782,14787,0.002570
2025-12-30,09:51:20,Ivan Canale - Executive MBA-es-ES.vtt,16169,734,16903,0.002866
2025-12-30,09:51:39,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt,12844,825,13669,0.002422
2025-12-30,09:51:58,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt,11924,781,12705,0.002257
2025-12-30,09:52:16,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt,6884,763,7647,0.001490
2025-12-30,09:52:34,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13446,798,14244,0.002496
2025-12-30,10:11:27,entrevista_Paola_Suarez.vtt,14075,758,14833,0.002566
2025-12-30,10:11:44,Ivan Canale - Executive MBA-es-ES.vtt,16239,728,16967,0.002873
2025-12-30,10:12:00,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt,12899,701,13600,0.002355
2025-12-30,10:12:16,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt,11994,701,12695,0.002220
2025-12-30,10:12:29,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt,6954,674,7628,0.001448
2025-12-30,10:12:44,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13496,745,14241,0.002471
2025-12-30,10:17:53,entrevista_Paola_Suarez.vtt,14075,724,14799,0.002546
2025-12-30,10:18:05,Ivan Canale - Executive MBA-es-ES.vtt,16239,726,16965,0.002871
2025-12-30,10:18:18,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt,12899,741,13640,0.002379
2025-12-30,10:18:31,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt,11994,726,12720,0.002235
2025-12-30,10:18:42,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt,6954,678,7632,0.001450
2025-12-30,10:18:55,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13496,694,14190,0.002441
2025-12-30,12:59:05,entrevista_Paola_Suarez.vtt,14126,652,14778,0.002510
2025-12-30,12:59:18,Ivan Canale - Executive MBA-es-ES.vtt,16290,715,17005,0.002873
2025-12-30,12:59:33,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt,12950,654,13604,0.002335
2025-12-30,12:59:47,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt,12045,680,12725,0.002215
2025-12-30,12:59:57,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt,7005,577,7582,0.001397
2025-12-30,13:00:15,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13547,675,14222,0.002437
2025-12-30,17:22:08,entrevista_Paola_Suarez.vtt,13870,941,14811,0.002645
2025-12-30,17:22:29,Ivan Canale - Executive MBA-es-ES.vtt,16034,857,16891,0.002919
2025-12-30,17:22:49,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt,12694,742,13436,0.002349
2025-12-30,17:23:12,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt,11789,996,12785,0.002366
2025-12-30,17:23:28,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt,6749,660,7409,0.001408
2025-12-30,17:23:46,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13291,806,14097,0.002477
2025-12-30,17:40:45,entrevista_Paola_Suarez.vtt,14253,548,14801,0.002467
2025-12-30,17:40:57,Ivan Canale - Executive MBA-es-ES.vtt,16417,651,17068,0.002853
2025-12-30,17:41:12,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt,13077,660,13737,0.002358
2025-12-30,17:41:26,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt,12172,639,12811,0.002209
2025-12-30,17:41:42,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt,7132,757,7889,0.001524
2025-12-30,17:41:55,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13674,690,14364,0.002465
2025-12-30,17:58:48,entrevista_Paola_Suarez.vtt,13988,775,14763,0.002563
2025-12-30,17:59:20,Ivan Canale - Executive MBA-es-ES.vtt,16152,754,16906,0.002875
2025-12-30,17:59:37,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt,12812,784,13596,0.002392
2025-12-30,17:59:50,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt,11907,718,12625,0.002217
2025-12-30,18:00:04,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt,6867,837,7704,0.001532
2025-12-30,18:00:42,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13409,826,14235,0.002507
2025-12-30,18:09:11,entrevista_Paola_Suarez.vtt,14660,833,15493,0.002699
2025-12-30,18:09:28,Ivan Canale - Executive MBA-es-ES.vtt,16824,867,17691,0.003044
2025-12-30,18:09:47,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt,13484,862,14346,0.002540
2025-12-30,18:10:03,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt,12579,781,13360,0.002355
2025-12-30,18:10:20,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt,7539,771,8310,0.001593
2025-12-30,18:10:36,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,14081,808,14889,0.002597
2025-12-30,18:17:55,entrevista_Paola_Suarez.vtt,14485,929,15414,0.002730
2025-12-30,18:18:11,Ivan Canale - Executive MBA-es-ES.vtt,16649,849,17498,0.003007
2025-12-30,18:18:29,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt,13309,959,14268,0.002572
2025-12-30,18:18:46,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt,12404,960,13364,0.002437
2025-12-30,18:19:04,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt,7364,942,8306,0.001670
2025-12-30,18:19:24,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13906,933,14839,0.002646
2026-01-02,10:21:48,entrevista_Paola_Suarez.vtt,14012,1130,15142,0.002780
2026-01-02,10:22:12,Ivan Canale - Executive MBA-es-ES.vtt,16176,1123,17299,0.003100
2026-01-02,10:22:40,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt,12836,1243,14079,0.002671
2026-01-02,10:23:05,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt,11931,1096,13027,0.002447
2026-01-02,10:23:30,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt,6891,1215,8106,0.001763
2026-01-02,10:23:54,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt,13433,1223,14656,0.002749
2026-01-02,13:41:19,entrevista_Paola_Suarez.vtt_extractor,13661,661,14322,0.002446
2026-01-02,13:41:43,entrevista_Paola_Suarez.vtt_evaluador,3306,1193,4499,0.001212
2026-01-02,13:41:53,Ivan Canale - Executive MBA-es-ES.vtt_extractor,15825,539,16364,0.002697
2026-01-02,13:42:17,Ivan Canale - Executive MBA-es-ES.vtt_evaluador,3184,1067,4251,0.001118
2026-01-02,13:42:30,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt_extractor,12485,525,13010,0.002188
2026-01-02,13:42:58,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES.vtt_evaluador,3170,1193,4363,0.001191
2026-01-02,13:43:14,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt_extractor,11580,680,12260,0.002145
2026-01-02,13:43:43,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017.vtt_evaluador,3307,1262,4569,0.001253
2026-01-02,13:43:56,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt_extractor,6540,679,7219,0.001388
2026-01-02,13:44:22,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES.vtt_evaluador,3306,1251,4557,0.001246
2026-01-02,13:44:35,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt_extractor,13082,527,13609,0.002278
2026-01-02,13:44:58,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110.vtt_evaluador,3181,1161,4342,0.001174
2026-01-02,14:33:02,entrevista_Paola_Suarez_full,13311,626,13937,0.002372
2026-01-02,14:33:18,Ivan Canale - Executive MBA-es-ES_full,15475,692,16167,0.002736
2026-01-02,14:33:30,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_full,12135,613,12748,0.002188
2026-01-02,14:33:44,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_full,11230,758,11988,0.002139
2026-01-02,14:33:58,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_full,6190,673,6863,0.001332
2026-01-02,14:34:11,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_full,12732,565,13297,0.002249
2026-01-02,14:35:09,entrevista_Paola_Suarez_full,18297,738,19035,0.003187
2026-01-02,14:35:22,Ivan Canale - Executive MBA-es-ES_full,20461,673,21134,0.003473
2026-01-02,14:35:37,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_full,17121,756,17877,0.003022
2026-01-02,14:35:50,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_full,16216,789,17005,0.002906
2026-01-02,14:36:05,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_full,11176,754,11930,0.002129
2026-01-02,14:36:17,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_full,17718,584,18302,0.003008
2026-01-02,14:39:21,entrevista_Paola_Suarez_full,18760,1544,20304,0.003740
2026-01-02,14:39:53,Ivan Canale - Executive MBA-es-ES_full,20924,1590,22514,0.004093
2026-01-02,14:40:25,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_full,17584,1642,19226,0.003623
2026-01-02,14:40:53,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_full,16679,1543,18222,0.003428
2026-01-02,14:41:21,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_full,11639,1532,13171,0.002665
2026-01-02,14:41:55,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_full,18181,1662,19843,0.003724
2026-01-02,14:45:04,entrevista_Paola_Suarez_full,18760,1530,20290,0.003732
2026-01-02,14:45:37,Ivan Canale - Executive MBA-es-ES_full,20924,1626,22550,0.004114
2026-01-02,14:46:08,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_full,17584,1657,19241,0.003632
2026-01-02,14:46:47,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_full,16679,1583,18262,0.003452
2026-01-02,14:47:28,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_full,11639,1571,13210,0.002688
2026-01-02,14:48:06,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_full,18181,1626,19807,0.003703
2026-01-02,14:55:38,entrevista_Paola_Suarez_full,18808,1453,20261,0.003693
2026-01-02,14:55:56,Ivan Canale - Executive MBA-es-ES_full,20972,1648,22620,0.004135
2026-01-02,14:56:17,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_full,17632,1651,19283,0.003635
2026-01-02,14:56:39,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_full,16727,1601,18328,0.003470
2026-01-02,14:57:00,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_full,11687,1682,13369,0.002762
2026-01-02,14:57:25,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_full,18229,1918,20147,0.003885
2026-01-02,15:04:31,entrevista_Paola_Suarez_full,18808,1399,20207,0.003661
2026-01-02,15:04:57,Ivan Canale - Executive MBA-es-ES_full,20972,1612,22584,0.004113
2026-01-02,15:05:26,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_full,17632,1613,19245,0.003613
2026-01-02,15:05:57,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_full,16727,1632,18359,0.003488
2026-01-02,15:06:28,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_full,11687,1643,13330,0.002739
2026-01-02,15:06:55,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_full,18229,1585,19814,0.003685
2026-01-02,15:24:32,entrevista_Paola_Suarez_full,18816,1373,20189,0.003646
2026-01-02,15:25:03,Ivan Canale - Executive MBA-es-ES_full,20980,1767,22747,0.004207
2026-01-02,15:25:34,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_full,17640,1603,19243,0.003608
2026-01-02,15:26:05,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_full,16735,1699,18434,0.003530
2026-01-02,15:26:36,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_full,11695,1590,13285,0.002708
2026-01-02,15:27:13,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_full,18237,1801,20038,0.003816
2026-01-02,15:31:45,entrevista_Paola_Suarez_diarizacion,12027,11873,23900,0.008928
2026-01-02,15:32:17,entrevista_Paola_Suarez_full,18797,1431,20228,0.003678
2026-01-02,15:38:00,Ivan Canale - Executive MBA-es-ES_diarizacion,14191,14209,28400,0.010654
2026-01-02,15:38:34,Ivan Canale - Executive MBA-es-ES_full,21095,1685,22780,0.004175
2026-01-02,15:47:31,entrevista_Paola_Suarez_diar_1,12057,11892,23949,0.008944
2026-01-02,15:48:10,entrevista_Paola_Suarez_full,18944,1867,20811,0.003962
2026-01-02,15:53:18,Ivan Canale - Executive MBA-es-ES_diar_1,14229,14014,28243,0.010543
2026-01-02,15:53:59,Ivan Canale - Executive MBA-es-ES_full,21068,1892,22960,0.004295
2026-01-02,15:57:23,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_diar_1,10907,10801,21708,0.008117
2026-01-02,16:03:50,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_full,17830,16384,34214,0.012505
2026-01-05,09:44:55,entrevista_Paola_Suarez_diar_1,12192,11872,24064,0.008952
2026-01-05,09:45:30,entrevista_Paola_Suarez_full,18926,1700,20626,0.003859
2026-01-05,09:50:30,Ivan Canale - Executive MBA-es-ES_diar_1,14360,14033,28393,0.010574
2026-01-05,09:51:06,Ivan Canale - Executive MBA-es-ES_full,21087,1780,22867,0.004231
2026-01-05,09:54:47,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_diar_1,11029,10812,21841,0.008142
2026-01-05,09:55:26,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_full,17866,1802,19668,0.003761
2026-01-05,09:58:13,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_diar_1,10122,9781,19903,0.007387
2026-01-05,09:58:48,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_full,16835,1534,18369,0.003446
2026-01-05,10:00:19,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_diar_1,5088,4746,9834,0.003611
2026-01-05,10:01:04,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_full,11800,1841,13641,0.002875
2026-01-05,10:07:07,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_diar_1,11631,11193,22824,0.008460
2026-01-05,10:07:46,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_full,18243,1726,19969,0.003772
2026-01-05,10:38:10,entrevista_Paola_Suarez_diar_1,12192,11871,24063,0.008951
2026-01-05,10:38:34,entrevista_Paola_Suarez_full,18925,1353,20278,0.003651
2026-01-05,10:40:42,Ivan Canale - Executive MBA-es-ES_diar_1,14360,14018,28378,0.010565
2026-01-05,10:41:16,Ivan Canale - Executive MBA-es-ES_full,21072,1859,22931,0.004276
2026-01-05,10:45:02,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_diar_1,11029,10693,21722,0.008070
2026-01-05,10:45:43,Manuel Martínez- Máster en Neuromarketing y comportamiento del consumidor-es-ES_full,17747,1744,19491,0.003708
2026-01-05,10:49:00,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_diar_1,10122,9776,19898,0.007384
2026-01-05,10:49:41,OBS Business School - Business Intelligence - Santiago Vargas-20251219_170017_full,16830,1866,18696,0.003644
2026-01-05,10:51:23,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_diar_1,5088,4746,9834,0.003611
2026-01-05,10:52:07,OBS Business School - Máster en Business Intelligence - Esther Lopez-20251209_194055-es-ES_full,11800,1912,13712,0.002917
2026-01-05,10:55:07,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_diar_1,11631,11295,22926,0.008522
2026-01-05,10:55:45,Vicente Spina Máster en Dirección de Recursos Humanos y Gestión del Talento-20251212_160110_full,18347,1428,19775,0.003609
2026-01-13,18:30:45,entrevista_Paola_Suarez_diar_1,784,492,1276,0.000413
2026-01-13,18:30:56,entrevista_Paola_Suarez_diar_2,777,480,1257,0.000405
2026-01-13,18:31:10,entrevista_Paola_Suarez_diar_3,821,529,1350,0.000441
2026-01-13,18:31:23,entrevista_Paola_Suarez_diar_4,801,446,1247,0.000388
2026-01-13,18:31:35,entrevista_Paola_Suarez_diar_5,841,518,1359,0.000437
2026-01-13,18:31:46,entrevista_Paola_Suarez_diar_6,801,527,1328,0.000436
2026-01-13,18:31:56,entrevista_Paola_Suarez_diar_7,752,453,1205,0.000385
2026-01-13,18:32:09,entrevista_Paola_Suarez_diar_8,831,544,1375,0.000451
2026-01-13,18:32:20,entrevista_Paola_Suarez_diar_9,741,454,1195,0.000384
2026-01-13,18:32:31,entrevista_Paola_Suarez_diar_10,742,450,1192,0.000381
2026-01-13,18:32:44,entrevista_Paola_Suarez_diar_11,782,488,1270,0.000410
2026-01-13,18:32:55,entrevista_Paola_Suarez_diar_12,772,510,1282,0.000422
2026-01-13,18:33:07,entrevista_Paola_Suarez_diar_13,781,497,1278,0.000415
2026-01-13,18:33:17,entrevista_Paola_Suarez_diar_14,808,515,1323,0.000430
2026-01-13,18:33:28,entrevista_Paola_Suarez_diar_15,786,502,1288,0.000419
2026-01-13,18:33:41,entrevista_Paola_Suarez_diar_16,816,488,1304,0.000415
2026-01-13,18:33:53,entrevista_Paola_Suarez_diar_17,762,505,1267,0.000417
2026-01-13,18:34:04,entrevista_Paola_Suarez_diar_18,802,542,1344,0.000445
2026-01-13,18:34:17,entrevista_Paola_Suarez_diar_19,805,522,1327,0.000434
2026-01-13,18:34:30,entrevista_Paola_Suarez_diar_20,801,528,1329,0.000437
2026-01-13,18:34:44,entrevista_Paola_Suarez_diar_21,819,534,1353,0.000443
2026-01-13,18:34:58,entrevista_Paola_Suarez_diar_22,877,633,1510,0.000511
2026-01-13,18:35:12,entrevista_Paola_Suarez_diar_23,834,556,1390,0.000459
2026-01-13,18:35:24,entrevista_Paola_Suarez_diar_24,809,536,1345,0.000443
2026-01-13,18:35:26,entrevista_Paola_Suarez_diar_25,347,60,407,0.000088
2026-01-13,18:36:09,entrevista_Paola_Suarez_full,19051,1838,20889,0.003960
2026-01-13,18:36:19,Ivan Canale - Executive MBA-es-ES_diar_1,764,469,1233,0.000396
2026-01-13,18:36:28,Ivan Canale - Executive MBA-es-ES_diar_2,751,420,1171,0.000365
2026-01-13,18:36:38,Ivan Canale - Executive MBA-es-ES_diar_3,755,380,1135,0.000341
2026-01-13,18:36:48,Ivan Canale - Executive MBA-es-ES_diar_4,761,470,1231,0.000396
2026-01-13,18:37:00,Ivan Canale - Executive MBA-es-ES_diar_5,841,541,1382,0.000451
2026-01-13,18:37:09,Ivan Canale - Executive MBA-es-ES_diar_6,748,439,1187,0.000376
2026-01-13,18:37:19,Ivan Canale - Executive MBA-es-ES_diar_7,817,518,1335,0.000433
2026-01-13,18:37:28,Ivan Canale - Executive MBA-es-ES_diar_8,747,451,1198,0.000383
2026-01-13,18:37:40,Ivan Canale - Executive MBA-es-ES_diar_9,790,492,1282,0.000414
2026-01-13,18:37:53,Ivan Canale - Executive MBA-es-ES_diar_10,879,586,1465,0.000483
2026-01-13,18:38:03,Ivan Canale - Executive MBA-es-ES_diar_11,741,450,1191,0.000381
2026-01-13,18:38:13,Ivan Canale - Executive MBA-es-ES_diar_12,764,484,1248,0.000405
2026-01-13,18:38:25,Ivan Canale - Executive MBA-es-ES_diar_13,750,451,1201,0.000383
2026-01-13,18:38:36,Ivan Canale - Executive MBA-es-ES_diar_14,777,471,1248,0.000399
2026-01-13,18:38:45,Ivan Canale - Executive MBA-es-ES_diar_15,726,419,1145,0.000360
